,pais,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,wind_dir_950mb,wind_dir_900mb,wind_dir_850mb,wind_dir_800mb,wind_dir_750mb,wind_dir_700mb,wind_dir_650mb,wind_dir_600mb,wind_dir_550mb,wind_dir_500mb,wind_dir_450mb,wind_dir_400mb,wind_dir_350mb,wind_dir_300mb,wind_dir_250mb,wind_dir_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.direction,wind10m.speed
0,Papua New Guinea,13.4375,12.0625,9.375,5.5625,2.125,-0.265625,0.0,0.40625,0.078125,0.53125,2.59375,3.640625,5.078125,4.96875,4.96875,3.015625,81.015625,81.484375,82.734375,82.96875,80.0,70.390625,196.484375,249.375,255.234375,257.109375,255.625,249.921875,245.3125,231.953125,206.953125,220.703125,97.5,4.203125,-9999.0,-9999.0,-9999.0,25.796875,-0.71875,11.21875,1009.953125,2.171875,0.0,82.34375,3.328125
