,year,age_limpio
1496,1905,40.0
1497,1901,29.0
1498,1997,19.0
1499,1997,21.0
1500,1997,12.0
1501,1997,35.0
1502,1997,
1503,1997,
1504,1997,
1505,1997,
1506,1997,
1507,1997,
1508,1997,
1509,1997,
1510,1997,
1511,1997,
1512,1997,
1513,1997,
1514,1997,
1515,1997,
1516,1997,
1517,1997,
1518,1997,
1519,1997,
1520,1997,
1521,1997,
1522,1997,14.0
1523,1997,
1524,1997,
1525,1997,
1526,1997,
1527,1997,
1528,1997,
1529,1997,
1530,1997,19.0
1531,1997,
1532,1997,
1533,1997,
1534,1997,
1535,1997,
1536,1997,
1537,1997,
1538,1997,
1539,1997,
1540,1997,
1541,1997,
1542,1997,
1543,1997,
1544,1997,
1545,1997,
1546,1997,
1547,1997,
1548,1997,
1549,1997,
1550,1997,
1551,1997,
1552,1997,
1553,1997,
1554,1997,20.0
1555,1997,
1556,1997,
1557,1997,
1558,1997,
1559,1997,15.0
1560,1997,
1561,1997,
1562,1997,
1563,1997,
1564,1997,
1565,1997,
1566,1997,
1567,1997,
1568,1997,
1569,1997,
1570,1997,21.0
1571,1997,
1572,1997,
1573,1997,
1574,1997,
1575,1997,
1576,1997,
1577,1997,
1578,1997,
1579,1997,
1580,1997,
1581,1997,
1582,1997,
1583,1997,
1584,1997,
1585,1997,
1586,1997,
1587,1997,
1588,1997,
1589,1997,
1590,1997,
1591,1997,
1592,1997,
1593,1997,
1594,1997,
1595,1997,
1596,1997,19.0
1597,1997,
1598,1997,
1599,1997,
1600,1997,
1601,1997,
1602,1997,
1603,1997,
1604,1997,
1605,1997,
1606,1997,
1607,1997,
1608,1997,27.0
1609,1997,36.0
1610,1997,
1611,1997,25.0
1612,1997,6.0
1613,1997,16.0
1614,1997,
1615,1997,
1616,1997,
1617,1997,
1618,1997,
1619,1997,
1620,1997,
1621,1997,
1622,1997,
1623,1997,
1624,1997,50.0
1625,1997,
1626,1997,
1627,1997,
1628,1997,
1629,1997,
1630,1997,
1631,1997,
1632,1997,
1633,1997,
1634,1997,
1635,1997,13.0
1636,1997,
1637,1997,
1638,1997,
1639,1997,
1640,1997,
1641,1997,
1642,1997,
1643,1997,
1644,1997,
1645,1997,
1646,1997,16.0
1647,1997,
1648,1997,
1649,1997,
1650,1997,
1651,1997,
1652,1997,
1653,1997,
1654,1997,
1655,1997,
1656,1997,
1657,1997,
1658,1997,
1659,1997,
1660,1997,
1661,1997,
1662,1997,
1663,1997,
1664,1997,
1665,1997,
1666,1997,
1667,1997,
1668,1997,
1669,1997,
1670,1997,
1671,1997,15.0
