,case_number,type,country,species_,date,mes,fatal,sexo,especie_cat,age,year,age_limpio
1435,1942.11.01,Unprovoked,south africa,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",01-Nov-1942,Nov,y,M,White,18.0,1942.0,18.0
1436,1942.09.12.a,Unprovoked,australia,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",12-Sep-1942,Sep,n,M,Tiger,24.0,1942.0,24.0
1437,1942.01.04,Unprovoked,australia,"Bull shark, 4 m [13'] ",04-Jan-1942,Jan,y,F,Bull,28.0,1942.0,28.0
1438,1942.00.00.f,Unprovoked,bahamas,1.2 m to 1.5 m [4' to 5'] shark,1942,,n,M,Unspecified,48.0,1942.0,48.0
1439,1941.06.15,Provoked,usa,2.1 m [7'] shark,15-Jun-1941,Jun,n,M,Unspecified,43.0,1941.0,43.0
1440,1941.03.09,Provoked,usa,Mako shark (aka bonito shark) 1.2 m [4'] ,09-Mar-1941,Mar,n,M,Unspecified,53.0,1941.0,53.0
1441,1940.03.31,Unprovoked,south africa,"White shark, species identity confirmed by tooth pattern",31-Mar-1940,Mar,y,M,White,25.0,1940.0,25.0
1442,1940.02.22,Unprovoked,south africa,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",22-Feb-1940,Feb,y,M,White,17.0,1940.0,17.0
1443,1940.01.23,Unprovoked,australia,3 m [10'] shark,23-Jan-1940,Jan,y,M,Unspecified,13.0,1940.0,13.0
1444,1940.01.07,Unprovoked,south africa,2.4 m [8'] shark,07-Jan-1940,Jan,y,M,Unspecified,18.0,1940.0,18.0
1445,1939.12.14,Unprovoked,australia,2.6 m [8.5'] shark landed 2 hours later,14-Dec-1939,Dec,y,M,Unspecified,20.0,1939.0,20.0
1446,1939.07.16,Provoked,bahamas,"Nurse shark, 2.1 m [7']",16-Jul-1939,Jul,n,M,Unspecified,38.0,1939.0,38.0
1447,1938.10.05,Provoked,australia,"Tiger shark, 6'",05-Oct-1938,Oct,n,M,Tiger,18.0,1938.0,18.0
1448,1938.05.15,Unprovoked,iraq,Bull shark,15-May-1938,May,n,M,Bull,9.0,1938.0,9.0
1449,1938.01.14,Invalid,australia,Questionable incident,14-Jan-1938,Jan,,M,Unspecified,24.0,1938.0,24.0
1450,1937.10.27.b,Unprovoked,australia,Tiger shark,27-Oct-1937,Oct,y,M,Tiger,25.0,1937.0,25.0
1451,1937.10.27.a,Unprovoked,australia,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",27-Oct-1937,Oct,y,M,Tiger,18.0,1937.0,18.0
1452,1937.08.31,Unprovoked,australia,"Tiger shark, 9' to 10' ",31-Aug-1937,Aug,n,M,Tiger,38.0,1937.0,38.0
1453,1937.05.15,Unprovoked,australia,2 days later a 600-lb shark was caught 100 yards from the site,15-May-1937,May,y,M,Unspecified,33.0,1937.0,33.0
1454,1937.02.13,Unprovoked,australia,White shark,13-Feb-1937,Feb,y,M,White,32.0,1937.0,32.0
1455,1936.07.25,Unprovoked,usa,White shark (identified by Dr. Hugh Smith) ,25-Jul-1936,Jul,y,M,White,16.0,1936.0,16.0
1456,1936.04.22,Unprovoked,australia,"Tiger shark, 4.6 m [15'] ",22-Apr-1936,Apr,n,M,Tiger,16.0,1936.0,16.0
1457,1936.02.04,Unprovoked,australia,White shark,04-Feb-1936,Feb,y,M,White,14.0,1936.0,14.0
1458,1936.01.22,Unprovoked,australia,White shark,22-Jan-1936,Jan,y,M,White,13.0,1936.0,13.0
1459,1935.08.26,Unprovoked,australia,3.7 m [12'] shark,26-Aug-1935,Aug,y,M,Unspecified,38.0,1935.0,38.0
1460,1935.03.09,Unprovoked,australia,"White shark, 4 m [13'] ",09-Mar-1935,Mar,y,M,White,27.0,1935.0,27.0
1461,1935.03.02,Unprovoked,australia,"White shark, 3.5 m to 4 m [11.5' to 13'] ",02-Mar-1935,Mar,y,M,White,22.0,1935.0,22.0
1462,1934.12.31.b,Unprovoked,australia,"Tiger shark, 1.5 m [5'] ",31-Dec-1934,Dec,n,F,Tiger,13.0,1934.0,13.0
1463,1934.04.01.a,Unprovoked,australia,4.3 m [14'] shark seen in vicinity,01-Apr-1934,Apr,y,M,Unspecified,15.0,1934.0,15.0
1464,1934.03.12,Unprovoked,australia,4 m [13'] shark seen in vicinity,12-Mar-1934,Mar,y,M,Unspecified,17.0,1934.0,17.0
1465,1934.01.07,Unprovoked,australia,4.3 m [14'] shark seen in area previous week,07-Jan-1934,Jan,n,M,Unspecified,22.0,1934.0,22.0
1466,1932.10.31,Unprovoked,australia,Thought to involve a mako or grey nurse shark,31-Oct-1932,Oct,n,M,Grey,24.0,1932.0,24.0
1467,1932.00.00,Unprovoked,south africa,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",1932,,n,M,Unspecified,23.0,1932.0,23.0
1468,1931.02.10,Invalid,australia,Shark involvement prior to death unconfirmed,10-Feb-1931,Feb,,M,Unspecified,39.0,1931.0,39.0
1469,1931.01.07,Unprovoked,australia,1.5 m [5'] shark,07-Jan-1931,Jan,n,M,Unspecified,18.0,1931.0,18.0
1470,1930.02.15,Unprovoked,australia,White shark 4.9 m [16'] ,15-Feb-1930,Feb,y,M,White,18.0,1930.0,18.0
1471,1930.01.16,Unprovoked,south africa,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",16-Jan-1930,Jan,n,M,White,23.0,1930.0,23.0
1472,1929.04.11,Provoked,australia,"Grey nurse shark, 4' ",11-Apr-1929,Apr,n,M,Grey,19.0,1929.0,19.0
1473,1929.02.08,Unprovoked,australia,Galapagos shark,08-Feb-1929,Feb,y,M,Unspecified,39.0,1929.0,39.0
1474,1929.01.12,Unprovoked,australia,12' shark,12-Jan-1929,Jan,y,M,Unspecified,14.0,1929.0,14.0
1475,1928.11.04,Unprovoked,panama,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,04-Nov-1928,Nov,y,M,Unspecified,17.0,1928.0,17.0
1476,1928.04.06,Unprovoked,australia,4' shark,06-Apr-1928,Apr,n,M,Unspecified,15.0,1928.0,15.0
1477,1928.01.00,Unprovoked,south africa,1.2 m [4'] shark,Jan-1928,Jan,n,M,Unspecified,18.0,1928.0,18.0
1478,1927.12.28,Unprovoked,south africa,"White shark, 4.4 m [14.5'] . ",28-Dec-1927,Dec,y,M,White,17.0,1927.0,17.0
1479,1927.03.01,Unprovoked,australia,Grey nurse shark?,11-Mar-1927,Mar,n,M,Grey,17.0,1927.0,17.0
1480,1927.01.03,Unprovoked,australia,3.7 m [12'] shark,03-Jan-1927,Jan,y,M,Unspecified,15.0,1927.0,15.0
1481,1926.10.23.b,Unprovoked,australia,"Grey nurse shark, 4'",23-Oct-1926,Oct,n,M,Grey,17.0,1926.0,17.0
1482,1926.07.23,Unprovoked,italy,Said to involve 6 to 7 m [20' to 23'] white shark,23-Jul-1926,Jul,y,M,White,20.0,1926.0,20.0
1483,1926.07.08,Unprovoked,usa,1.5 m [5'] white shark or sevengill shark,08-Jul-1926,Jul,n,M,White,15.0,1926.0,15.0
1484,1925.11.22,Unprovoked,australia,"Tiger shark, 4 m [13'] female",22-Nov-1925,Nov,y,M,Tiger,55.0,1925.0,55.0
1485,1925.03.27,Unprovoked,australia,Said to be a small shark,07-Mar-1925 or 27-Mar-1925,MarMar,n,M,Unspecified,16.0,1925.0,16.0
1486,1924.01.19,Unprovoked,australia,3 m [10'] shark,09-Jan-1924,Jan,y,M,Unspecified,16.0,1924.0,16.0
1487,1922.12.05,Unprovoked,australia,"2.7 m [9'] ""blue"" shark",05-Dec-1922,Dec,y,M,Unspecified,19.0,1922.0,19.0
1488,1922.05.24,Unprovoked,jamaica,6' shark,24-May 1922,May,y,M,Unspecified,19.0,1922.0,19.0
1489,1922.05.06,Unprovoked,south africa,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",06-May-1922,May,n,M,White,18.0,1922.0,18.0
1490,1922.03.02,Unprovoked,australia,"White shark, 2.4 m [8'] ",02-Mar-1922,Mar,y,M,White,21.0,1922.0,21.0
1491,1922.02.04,Unprovoked,australia,White shark,04-Feb-1922,Feb,y,M,White,18.0,1922.0,18.0
1492,1919.01.09,Unprovoked,australia,12' shark,09-Jan-1919,Jan,y,M,Unspecified,13.0,1919.0,13.0
1493,1916.07.01,Unprovoked,usa,Thought to involve a 2.6 m [8.5'] white shark,01-Jul-1916,Jul,y,M,White,24.0,1916.0,24.0
1494,1912.01.26,Unprovoked,australia,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",26-Jan-1912,Jan,y,M,Unspecified,21.0,1912.0,21.0
1495,1906.01.20,Unprovoked,south africa,1.8 m to 2.7 m [6' to 9'] shark,20-Jan-1906,Jan,y,M,Unspecified,30.0,1906.0,30.0
1496,1905.03.26,Unprovoked,australia,5' shark,26-Mar-1905,Mar,n,M,Unspecified,40.0,1905.0,40.0
1497,1901.07.30,Unprovoked,south africa,White shark,30-Jul-1901,Jul,y,M,White,29.0,1901.0,29.0
1498,1894.11.28,Unprovoked,australia,10' to 12' shark,28-Nov-1894,Nov,n,M,Unspecified,19.0,1997.0,19.0
1499,1892.03.02,Provoked,australia,12' shark,02-Mar-1892,Mar,n,M,Unspecified,21.0,1997.0,21.0
1500,1880.11.25,Unprovoked,australia,Bull shark,25-Nov-1880,Nov,y,M,Bull,12.0,1997.0,12.0
1501,1868.05.13,Unprovoked,india,Identified as C. gangeticus by Dr. J. Fayrer,13-May-1868,May,y,M,Unspecified,35.0,1997.0,35.0
1502,1800.00.00,Unprovoked,seychelles,,1800,,y,F,,27.889035667107002,1997.0,32.5
1503,1797.05.28.R,Unprovoked,,,Reported May-28-1797,ReportedMay,y,M,,27.889035667107002,1997.0,32.5
1504,1792.09.12,Provoked,england,,12-Sep-1792,Sep,y,M,,27.889035667107002,1997.0,32.5
1505,1791.00.00,Unprovoked,australia,,1791,,y,F,,27.889035667107002,1997.0,32.5
1506,1788.05.10,Boat,australia,,10-May-1788,May,n,M,,27.889035667107002,1997.0,32.5
1507,1787.07.05,Unprovoked,,,05-Jul-1787,Jul,y,M,,27.889035667107002,1997.0,32.5
1508,1786.08.10.R,Unprovoked,barbados,,Reported 10-Aug-1786,ReportedAug,y,M,,27.889035667107002,1997.0,32.5
1509,1785.09.26.R,Unprovoked,england,Tiger shark?,Reported 26-Sep-1785,ReportedSep,y,M,Tiger,27.889035667107002,1997.0,32.5
1510,1784.12.12,Unprovoked,jamaica,,12-Dec-1784,Dec,y,M,,27.889035667107002,1997.0,32.5
1511,1783.03.02,Sea Disaster,martinique,,02-Mar-1783,Mar,y,M,,27.889035667107002,1997.0,32.5
1512,1780.08.08,Unprovoked,usa,,08-Aug-1780,Aug,y,M,,27.889035667107002,1997.0,32.5
1513,1779.00.00,Unprovoked,usa,,1779,,y,M,,27.889035667107002,1997.0,32.5
1514,1776.00.00.R,Unprovoked,guinea,,Reported 1776,Reported,y,M,,27.889035667107002,1997.0,32.5
1515,1776.00.00.b,Boat,greenland,White sharks,1776,,y,M,White,27.889035667107002,1997.0,32.5
1516,1771.07.12.R,Unprovoked,usa,,Reported 12-Jul-1771,ReportedJul,y,M,,27.889035667107002,1997.0,32.5
1517,1767.00.00,Invalid,france,Description of shark does not ring true,1767,,,M,Unspecified,27.889035667107002,1997.0,32.5
1518,1764.00.00,Unprovoked,spain,,1764,,y,M,,27.889035667107002,1997.0,32.5
1519,1758.00.00,Unprovoked,mediterranean sea,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",1758,,n,M,Unspecified,27.889035667107002,1997.0,32.5
1520,1753.10.27.R,Unprovoked,jamaica,,Reported 27-Oct-1753,ReportedOct,y,M,,27.889035667107002,1997.0,32.5
1521,1751.07.27,Unprovoked,usa,,27-Jul-1751,Jul,y,M,,27.889035667107002,1997.0,32.5
1522,1749.00.00,Unprovoked,cuba,,1749,,n,M,,14.0,1997.0,14.0
1523,1755.00.00,Unprovoked,sweden,,1755,,,M,,27.889035667107002,1997.0,32.5
1524,1748.00.00,Unprovoked,panama,,1748,,y,M,,27.889035667107002,1997.0,32.5
1525,1742.12.17,Unprovoked,,,17-Dec-1742,Dec,y,M,,27.889035667107002,1997.0,32.5
1526,1738.04.06.R,Unprovoked,italy,,Reported 06-Apr-1738,ReportedApr,y,M,,27.889035667107002,1997.0,32.5
1527,1733.00.00,Invalid,iceland,Shark involvement prior to death unconfirmed,1733,,,M,Unspecified,27.889035667107002,1997.0,32.5
1528,1723.00.00,Unprovoked,roatan,,1723,,,M,,27.889035667107002,1997.0,32.5
1529,1721.06.00,Unprovoked,italy,"White shark, 1600-lb female ",June 1721,June,y,M,White,27.889035667107002,1997.0,32.5
1530,1703.03.26,Unprovoked,barbados,,26-Mar-1703,Mar,n,M,,19.0,1997.0,19.0
1531,1700.00.00.c,Unprovoked,france,,1700s,,y,M,,27.889035667107002,1997.0,32.5
1532,1700.00.00.b,Unprovoked,france,White shark,1700s,,n,M,White,27.889035667107002,1997.0,32.5
1533,1700.00.00.a,Unprovoked,barbados,,1700s,,y,M,,27.889035667107002,1997.0,32.5
1534,1642.00.00.b,Invalid,guinea,Questionable,Late 1600s Reported 1728,LateReported,,M,Unspecified,27.889035667107002,1997.0,32.5
1535,1638.00.00.R,Unprovoked,,,Reported 1638,Reported,,M,,27.889035667107002,1997.0,32.5
1536,1637.00.00.R,Unprovoked,india,,Reported 1637,Reported,,M,,27.889035667107002,1997.0,32.5
1537,1617.00.00.R,Unprovoked,india,,Reported 1617,Reported,,M,,27.889035667107002,1997.0,32.5
1538,1642.00.00,Unprovoked,usa,,1642,,y,M,,27.889035667107002,1997.0,32.5
1539,1595.00.00,Unprovoked,india,,1595,,,M,,27.889035667107002,1997.0,32.5
1540,1580.01.10.R,Unprovoked,between portugal & india,,Letter dated 10-Jan-1580,LetterJan,y,M,,27.889035667107002,1997.0,32.5
1541,1555.00.00,Unprovoked,,,1555,,,M,,27.889035667107002,1997.0,32.5
1542,1554.00.00,Unprovoked,france,Possibly white sharks,Ca. 1554,Ca,,M,White,27.889035667107002,1997.0,32.5
1543,1543.00.00,Unprovoked,venezuela,,Ca. 1543,Ca,y,M,,27.889035667107002,1997.0,32.5
1544,0500.00.00,Unprovoked,mexico,,Circa 500 A.D.,Circa,n,M,,27.889035667107002,1997.0,32.5
1545,0077.00.00,Unprovoked,,,77  A.D.,,y,M,,27.889035667107002,1997.0,32.5
1546,0005.00.00,Unprovoked,australia,,Ca. 5 A.D.,Ca,n,M,,27.889035667107002,1997.0,32.5
1547,0000.0214,Unprovoked,,,Ca. 214 B.C.,Ca,y,M,,27.889035667107002,1997.0,32.5
1548,0000.0336,Unprovoked,greece,,Ca. 336.B.C..,Ca,y,M,,27.889035667107002,1997.0,32.5
1549,0000.0493,Sea Disaster,greece,,493 B.C.,,y,M,,27.889035667107002,1997.0,32.5
1550,0000.0725,Sea Disaster,italy,,Ca. 725 B.C.,Ca,y,M,,27.889035667107002,1997.0,32.5
1551,ND-0154,Unprovoked,canada,,Before 1939,Before,n,M,,27.889035667107002,1997.0,32.5
1552,ND-0153,Unprovoked,kenya,,1990 or 1991,,n,M,,27.889035667107002,1997.0,32.5
1553,ND-0152,Unprovoked,kenya,,Before 2016,Before,y,M,,27.889035667107002,1997.0,32.5
1554,ND-0151,Unprovoked,panama,,Before Oct-2009,BeforeOct,y,M,,20.0,1997.0,20.0
1555,ND-0150,Unprovoked,uruguay,,Before 1934,Before,n,M,,27.889035667107002,1997.0,32.5
1556,ND-0149,Unprovoked,uruguay,,Before 1934,Before,y,M,,27.889035667107002,1997.0,32.5
1557,ND-0148,Unprovoked,usa,,2009?,,n,M,,27.889035667107002,1997.0,32.5
1558,ND-1940,Unprovoked,papua new guinea,,Before 1930,Before,y,M,,27.889035667107002,1997.0,32.5
1559,ND-0139,Unprovoked,australia,,1880-1899,,n,F,,15.0,1997.0,15.0
1560,ND-0138,Unprovoked,australia,,Before 1909,Before,y,M,,27.889035667107002,1997.0,32.5
1561,ND-0136,Unprovoked,usa," Galapagos shark, 6'",Before 2012,Before,n,M,Unspecified,27.889035667107002,1997.0,32.5
1562,ND-0135,Unprovoked,bermuda,,Before 1916,Before,y,M,,27.889035667107002,1997.0,32.5
1563,ND-0134,Unprovoked,greece,,Between   1951-1963,Between,y,F,,27.889035667107002,1997.0,32.5
1564,ND-0133,Unprovoked,usa,Basking shark,Before 1908,Before,y,M,Unspecified,27.889035667107002,1997.0,32.5
1565,ND-0132,Provoked,india,,Before 1900,Before,n,M,,27.889035667107002,1997.0,32.5
1566,ND-0130,Unprovoked,lebanon,,Before 1876,Before,n,M,,27.889035667107002,1997.0,32.5
1567,ND-0129,Unprovoked,spain,,Before 2012,Before,n,M,,27.889035667107002,1997.0,32.5
1568,ND-0127,Unprovoked,sudan,,Before 2011,Before,n,F,,27.889035667107002,1997.0,32.5
1569,ND-0124,Provoked,,,Before 2011,Before,n,M,,27.889035667107002,1997.0,32.5
1570,ND-0123,Unprovoked,usa,"Blacktip shark, 5'",Before 2009,Before,n,F,Unspecified,21.0,1997.0,21.0
1571,ND-0122,Unprovoked,usa,,Beforer 1994,Beforer,n,M,,27.889035667107002,1997.0,32.5
1572,ND-0119,Unprovoked,djibouti,,Before 1963,Before,y,M,,27.889035667107002,1997.0,32.5
1573,ND-0118,Unprovoked,libya,,1896-1913,,y,M,,27.889035667107002,1997.0,32.5
1574,ND-0116,Unprovoked,australia,,Before 1936,Before,n,M,,27.889035667107002,1997.0,32.5
1575,ND-0115,Unprovoked,new zealand,,Before 08-Jun-1912,BeforeJun,y,M,,27.889035667107002,1997.0,32.5
1576,ND-0114,Unprovoked,,,Before 2012,Before,n,F,,27.889035667107002,1997.0,32.5
1577,ND-0113,Unprovoked,vietnam,,Before 1911,Before,n,M,,27.889035667107002,1997.0,32.5
1578,ND-0111,Unprovoked,sri lanka,,Before 1901,Before,n,M,,27.889035667107002,1997.0,32.5
1579,ND.0110,Unprovoked,venezuela,said to involve 2.5 m hammerhead sharks,"No date, late 1960s",No,y,M,Unspecified,27.889035667107002,1997.0,32.5
1580,ND-0109,Unprovoked,usa,,Before 2006,Before,n,M,,27.889035667107002,1997.0,32.5
1581,ND-0108,Unprovoked,greece,,Before 2003,Before,y,M,,27.889035667107002,1997.0,32.5
1582,ND-0107,Boat,mozambique,Whale shark,Before 2004,Before,n,M,Unspecified,27.889035667107002,1997.0,32.5
1583,ND-0106,Unprovoked,south africa,,Before 1962,Before,y,M,,27.889035667107002,1997.0,32.5
1584,ND.0104,Unprovoked,australia,Tiger shark,1950s,,n,M,Tiger,27.889035667107002,1997.0,32.5
1585,ND.0102,Unprovoked,bahrein,Tiger shark,"No date, Before 1963",NoBefore,y,M,Tiger,27.889035667107002,1997.0,32.5
1586,ND.0100,Unprovoked,bahamas,1.8 m [6'] shark,2003?,,n,M,Unspecified,27.889035667107002,1997.0,32.5
1587,ND.0097,Unprovoked,usa,,No date,No,n,M,,27.889035667107002,1997.0,32.5
1588,ND.0096,Unprovoked,reunion,,No date,No,n,M,,27.889035667107002,1997.0,32.5
1589,ND.0095,Unprovoked,solomon islands,,Before Feb-1998,BeforeFeb,n,M,,27.889035667107002,1997.0,32.5
1590,ND.0094,Unprovoked,korea,,"No date, Before May-1996",NoBeforeMay,y,F,,27.889035667107002,1997.0,32.5
1591,ND.0093,Unprovoked,french polynesia,,"No date, Before Mar-1995",NoBeforeMar,n,M,,27.889035667107002,1997.0,32.5
1592,ND.0091,Unprovoked,sudan,Silvertip shark,Before 1996,Before,n,M,Unspecified,27.889035667107002,1997.0,32.5
1593,ND.0090,Unprovoked,vanuatu,,"No date, Before Aug-1989",NoBeforeAug,y,F,,27.889035667107002,1997.0,32.5
1594,ND.0089,Provoked,vanuatu,A large hammerhead shark,"No date, Before Aug-1987",NoBeforeAug,n,M,Unspecified,27.889035667107002,1997.0,32.5
1595,ND.0088,Unprovoked,iran,Bull shark,"No date, Before 1987",NoBefore,n,M,Bull,27.889035667107002,1997.0,32.5
1596,ND.0087,Provoked,usa,"Nurse shark, 2.1 m [7'] ","No date, Before  1975",NoBefore,n,M,Unspecified,19.0,1997.0,19.0
1597,ND.0086,Invalid,papua new guinea,Questionable,"No date, Before 1975",NoBefore,y,M,Unspecified,27.889035667107002,1997.0,32.5
1598,ND.0085,Unprovoked,red sea?,,"No date, Before 1969",NoBefore,n,F,,27.889035667107002,1997.0,32.5
1599,ND.0084,Unprovoked,south africa,,"No date, Before 3-Jan-1967",NoBeforeJan,y,M,,27.889035667107002,1997.0,32.5
1600,ND.0083,Unprovoked,usa,"Shovelnose guitarfish, adult male ","No date, Before 1963",NoBefore,n,M,Unspecified,27.889035667107002,1997.0,32.5
1601,ND.0082,Unprovoked,greece,,"No date, Before 8-May-1965",NoBeforeMay,y,F,,27.889035667107002,1997.0,32.5
1602,ND.0081,Invalid,usa,Invalid,"No date, Before 1963",NoBefore,,M,Unspecified,27.889035667107002,1997.0,32.5
1603,ND.0078,Unprovoked,usa,,"No date, Before 1902",NoBefore,y,M,,27.889035667107002,1997.0,32.5
1604,ND.0076,Unprovoked,mediterranean sea,,"No date, Before 1902",NoBefore,y,M,,27.889035667107002,1997.0,32.5
1605,ND.0075,Unprovoked,australia,0.9 m [3'] shark,"No date, Before 1963",NoBefore,n,M,Unspecified,27.889035667107002,1997.0,32.5
1606,ND.0074,Unprovoked,australia,,"No date, After August 1926 and before 1936",NoAfterAugust,n,M,,27.889035667107002,1997.0,32.5
1607,ND.0073,Unprovoked,singapore,,"No date, Before 1963",NoBefore,n,M,,27.889035667107002,1997.0,32.5
1608,ND.0069,Unprovoked,fiji,1.8 m [6'] shark,Before 1962,Before,n,M,Unspecified,27.0,1997.0,27.0
1609,ND.0068,Unprovoked,mozambique,"""A pack of sharks""",Before 1962,Before,n,M,Unspecified,36.0,1997.0,36.0
1610,ND.0066,Unprovoked,seychelles,Tiger shark,Before 1961,Before,y,M,Tiger,27.889035667107002,1997.0,32.5
1611,ND.0065,Unprovoked,iraq,,1960s,,n,M,,25.0,1997.0,25.0
1612,ND.0064,Unprovoked,iraq,Bull shark,1960s,,n,M,Bull,6.0,1997.0,6.0
1613,ND.0063,Unprovoked,iraq,Bull shark,1960s,,n,M,Bull,16.0,1997.0,16.0
1614,ND.0062,Unprovoked,bahamas,"White shark, 7' to 8'",Before 1960,Before,n,M,White,27.889035667107002,1997.0,32.5
1615,ND.0060,Unprovoked,usa,"White shark, 1,900-lb ",Before  19-Jun-1959,BeforeJun,n,F,White,27.889035667107002,1997.0,32.5
1616,ND.0059,Unprovoked,bermuda,,Before  24 Apr-1959,BeforeApr,n,M,,27.889035667107002,1997.0,32.5
1617,ND.0058,Unprovoked,fiji,,Before  1958,Before,n,F,,27.889035667107002,1997.0,32.5
1618,ND.0057,Unprovoked,madagascar,,Before  1958,Before,y,M,,27.889035667107002,1997.0,32.5
1619,ND.0056,Unprovoked,usa,,Before 1958,Before,n,M,,27.889035667107002,1997.0,32.5
1620,ND.0055,Provoked,bahamas,"Nurse shark, 2.1 m [7']",Before 1958,Before,n,M,Unspecified,27.889035667107002,1997.0,32.5
1621,ND.0054,Unprovoked,indonesia,,Before 1958,Before,y,M,,27.889035667107002,1997.0,32.5
1622,ND.0053,Unprovoked,india,,Before 1958,Before,y,M,,27.889035667107002,1997.0,32.5
1623,ND.0052,Unprovoked,nicaragua,"Bull shark caught, leg recovered & buried beside the man's body",Before 1957,Before,y,M,Bull,27.889035667107002,1997.0,32.5
1624,ND.0051,Provoked,cuba,,Before 1957,Before,y,M,,50.0,1997.0,50.0
1625,ND.0049,Unprovoked,marshall islands,,Before 1956,Before,n,M,,27.889035667107002,1997.0,32.5
1626,ND.0048,Unprovoked,kiribati,,Before 1956,Before,n,M,,27.889035667107002,1997.0,32.5
1627,ND.0047,Unprovoked,north pacific ocean,,Before Mar-1956,BeforeMar,n,M,,27.889035667107002,1997.0,32.5
1628,ND.0046,Unprovoked,kiribati,,Before 1952,Before,y,M,,27.889035667107002,1997.0,32.5
1629,ND.0044,Sea Disaster,,1.2 m [4'] shark,1941-1945,,y,M,Unspecified,27.889035667107002,1997.0,32.5
1630,ND.0043,Unprovoked,solomon islands,,"""During the war"" 1943-1945",During,n,M,,27.889035667107002,1997.0,32.5
1631,ND.0042,Unprovoked,australia,,"""Before the war""",Before,n,M,,27.889035667107002,1997.0,32.5
1632,ND.0041,Unprovoked,iran,,"Said to be 1941-1945, more likely 1945",Said,y,M,,27.889035667107002,1997.0,32.5
1633,ND.0040,Unprovoked,iran,,1941-1945,,y,M,,27.889035667107002,1997.0,32.5
1634,ND.0039,Unprovoked,iran,,1941-1945,,y,M,,27.889035667107002,1997.0,32.5
1635,ND.0038,Unprovoked,iraq,Bull shark,1941-1942,,y,M,Bull,13.0,1997.0,13.0
1636,ND.0037,Unprovoked,saudi arabia,"""a black-tipped shark""",1940 - 1950,,y,M,Unspecified,27.889035667107002,1997.0,32.5
1637,ND.0036,Unprovoked,saudi arabia,6' shark,1940 - 1950,,n,M,Unspecified,27.889035667107002,1997.0,32.5
1638,ND.0035,Unprovoked,saudi arabia,,1940 - 1950,,n,M,,27.889035667107002,1997.0,32.5
1639,ND.0034,Sea Disaster,pacific ocean,,1940-1946,,y,M,,27.889035667107002,1997.0,32.5
1640,ND.0033,Provoked,burma,,Before 1905,Before,n,M,,27.889035667107002,1997.0,32.5
1641,ND.0032,Sea Disaster,papua new guinea,,World War II,WorldWarII,n,M,,27.889035667107002,1997.0,32.5
1642,ND.0031,Sea Disaster,papua new guinea,,World War II,WorldWarII,n,M,,27.889035667107002,1997.0,32.5
1643,ND.0030,Unprovoked,burma,,Before 1905,Before,y,M,,27.889035667107002,1997.0,32.5
1644,ND.0028,Boat,italy,White shark,A few years before 1938,,n,M,White,27.889035667107002,1997.0,32.5
1645,ND.0027,Unprovoked,greece,,No date,No,n,M,,27.889035667107002,1997.0,32.5
1646,ND.0026,Unprovoked,belize,12' tiger shark,Early 1930s,Early,y,M,Tiger,16.0,1997.0,16.0
1647,ND.0025,Unprovoked,australia,,Before 1927,Before,,M,,27.889035667107002,1997.0,32.5
1648,ND.0024,Unprovoked,reunion,,Between 1918 & 1939,Between,y,M,,27.889035667107002,1997.0,32.5
1649,ND.0023,Unprovoked,south africa,,No date,No,n,F,,27.889035667107002,1997.0,32.5
1650,ND.0022,Unprovoked,australia,,No date,No,n,M,,27.889035667107002,1997.0,32.5
1651,ND.0021,Unprovoked,south africa,,No date,No,y,M,,27.889035667107002,1997.0,32.5
1652,ND.0020,Unprovoked,australia,,1920 -1923,,y,M,,27.889035667107002,1997.0,32.5
1653,ND.0019,Unprovoked,usa,,Before 1921,Before,n,M,,27.889035667107002,1997.0,32.5
1654,ND.0018,Unprovoked,vietnam,,Before 1911,Before,n,M,,27.889035667107002,1997.0,32.5
1655,ND.0017,Unprovoked,south africa,,Before 1921,Before,y,M,,27.889035667107002,1997.0,32.5
1656,ND.0016,Unprovoked,south africa,,Before 1921,Before,y,M,,27.889035667107002,1997.0,32.5
1657,ND.0015,Unprovoked,fiji,,Before 1917,Before,y,M,,27.889035667107002,1997.0,32.5
1658,ND.0014,Unprovoked,usa,,Before 17-Jul-1916,BeforeJul,n,M,,27.889035667107002,1997.0,32.5
1659,ND.0013,Unprovoked,south africa,,No date (3 days after preceding incident) & prior to 19-Jul-1913,NoJul,y,M,,27.889035667107002,1997.0,32.5
1660,ND.0012,Unprovoked,south africa,,Before 19-Jul-1913,BeforeJul,y,M,,27.889035667107002,1997.0,32.5
1661,ND.0011,Unprovoked,asia?,,Before 1911,Before,n,M,,27.889035667107002,1997.0,32.5
